video_id,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten
PpJZ5x2asJE,-1,,,
OJSp1CKFjrE,,,-0.5,
ks_2fIgAtB0,-1,,,-1
U1xS3dHYvAU,-1,0,-0.5,-0.5
cxU9dV11sAQ,,,,1
5rN6y7DGgP8,,,,-0.5
6Z8TwolmrTI,-0.5,,,0.5
Wc5-xGxHpkA,-1,1,-1,-0.5
ZMyhZ36TRAw,1,,-1,-0.5
ST6Pou43ZdI,0,,-1,+0.5
22aDOR3ESDM,,,,
jIzJGFFr0eY,-0.5,,-1,0.5
6W2E6vNNelI,0,,-1,
dntidlR_lkw,-1,,,-1
oZ0HWkQxByw,-0.5,,-1,-0.5
yH_oOqrJw_o,-0.5,,-1,-0.5
JGX1Ureq9no,1,,,1
6VEKMUo3J4s,-1,,-1,0.5
8KMsTFtypX8,-0.5,,,-0.5
DaiMTyDWojY,-1,,,
z0OVuL3-l4E,,,,-1
NgB3PJZzPsA,-1,,,
mgMqZaU3Kcs,0,,0,0.5
NYjr3q4AkJU,-1,,,0.5
F8NBNg1z_u0,-0.5,,,
3t0vuqPaCDo,-1,,,-0.5
b4dtoGx0Y0s,-1,-0.5,,1
UTC7tsd1chQ,-1,,-1,1
VAaumeaaeEs,,,,
UhjwNe3ImxI,-0.5,0.5,-1,-0.5
fbkdENWoRKY,,,-1,1
eSg8OXCKKjM,,,,
435xoOY9O48,0,,-1,
1P3DXLPtuN0,,,,-1
BIae_hfit0w,1,-1,-1,-1
iItoacsZumk,-0.5,,,0.5
A7WeXxjmOys,0.5,-0.5,,
2dz5q55Xq-M,-0.5,,,
JhHUkw81OP0,-0.5,0.5,-1,0
oF5F2viDPv4,0.5,,-1,-0.5
OS31ZAHIzzw,-1,,-0.5,-1
gP60bOf7xO4,-0.5,,-1,1
0VF2g98nSkc,-1,,,-1
icZJdHsAkpM,-1,,,-0.5
ygvUHmBNPPY,0,,-1,0.5
M-hDtausPIE,-1,,-1,-0.5
8y5PLsaYEjA,-1,,,
C6bta7nTOI4,0.5,,,-0.5
CXTOGMVhkbs,,,,0.5
XpUdpzX1HHI,0.5,-1,-1,-0.5
xtQAAwd80i8,-0.5,,,
hcJ2hgLYZ04,-0.5,-0.5,-1,-1
NnLB-diDE28,-0.5,-0.5,-1,1
qqSvC_R-1BA,0.5,,-1,
kObP1HQDavQ,0,,-1,0.5
PquN8Woo0vo,-1,,,-1
AU9MQrNHayI,,,-1,
l3rga8jOOUg,-0.5,,,-0.5
IoYM1sa40IQ,-0.5,,,
NtecsJhWWxw,-1,,-0.5,-1
oKC1bEotAmc,-0.5,,,
xZgDciWT1Ig,-0.5,,,
sl9GDiLnxjc,-1,,-1,-1
Gquu08Bc-AI,1,-0.5,-1,-0.5
nOHdF1o4i9I,0,,-1,
moq2lOubdhQ,-0.5,,,0.5
LRJENIcBmPE,-0.5,-1,,
ta2McFw7zyM,-1,,-1,-1
E4mzi9pqY78,-0.5,1,,-1
PxylHvFnBN4,0.5,,-1,0.5
J6dCyy1xXWY,-0.5,,-1,-1
V0xBigA1bwk,-1,,,
CBm-Ikl_iuk,-1,,,1
7WJJk1TP-A0,-1,1,-1,-1
wtX9OkIdzpY,,,-1,-0.5
vneqU8vymJM,-1,,-1,1
MM3k931KH5Y,1,-1,-1,1
9Cz3J9_tk3k,0.5,,-1,0.5
pI_Y9-XzedI,-0.5,,,0
F0H-fJhFb70,-0.5,,,-1
QRMEUVkfh14,0.5,0.5,-1,0.5
f43fZ5alcpw,-0.5,,-1,-0.5
WZAEJyB1kKA,0,,,
iAfoZpHlv60,-1,1,,-1
Me6K19qz6kY,0.5,-1,-1,-0.5
lfhWfist08E,-0.5,0.5,-1,-1
vt6XZH1dyzU,-1,,,-1
4dErMg7j_XI,1,,-1,-0.5
Axe4bx683VU,1,,-1,
qeccQi6wdTk,0.5,,,1
KdwMvEE2wpw,-1,,,-1
CT4jIo-ho54,,,,
Wo5oeRaqiPg,,,,
zw8Uxn7ajC8,1,-1,-1,-1
Z1f51Ot7p_g,-1,,,-1
Dhaf5h0PbyA,0.5,,,0.5
rrr5SK8Q574,0.5,,-1,0.5
VmNN-G8zfus,-0.5,-0.5,-1,0.5
WEVewJ2cWHo,,,,
oV1v-Puc99g,-1,0.5,,-0.5
7hokJMLh3KQ,-0.5,,-1,1
0fqL5YizOhw,0.5,,-1,0.5
LPWg4MdPkuI,-1,,,
zWwWXqFm23g,-1,,,
BQKn3dzS22I,,,,
MWwczCdIyCU,-1,,,-1
yZZrWOIKC-k,-1,1,,
xvZvHLUXMjk,-1,,,0.5
1cBqBlUJ-Mw,-1,,-1,0
RCnO8wWfdq8,0.5,,,1
2aGYz9wWnig,1,,-1,
U0MKGkAc6xA,,,-0.5,
d1m3gkv8oKU,-0.5,,,0.5
GWEfuHCj-mc,-1,1,-1,-1
oCReNEoJFcM,-0.5,,,-0.5
Q1xm5mTTJ3U,0,,-1,
pMJ0H0DFbBA,0,,-1,
1ib4xrWlTfQ,,,,0
s-ul0032fZk,,1,,
mmMfYHZt580,-1,,,
1USkmSQ4nZc,0,,-1,0.5
tDTLTX-shHE,-0.5,1,-1,0.5
TOSIjjG51dE,-1,+1,,-1
RP24Y9kqIbo,-0.5,,-1,
xWKJ7YB-xqI,-1,,-1,
Ei3ZbEfC58c,0.5,,-1,0.5
wo9aN4a6D9E,-1,,-1,-0.5
8HSIotVbOO4,-0.5,,,
2D5j5cR2gQI,-1,,,-1
UJEgYyP8QwQ,-1,,-1,-1
gEf-eOkyMM0,-1,,,
H1h7eKGS1Xs,-1,,,
PinHavCqtlU,-1,,,-1
Eb0waEzErjE,0.5,1,-1,
RNTRcuDeRHI,,,-1,0.5
x8_QfTUOXs4,-0.5,0.5,,0.5
PX-V1vUf47E,,-1,,-1
uXqK8S0lUEk,-1,,,-1
HevMd_MnIhM,-1,,,-1
Bi20NaT0n3o,1,,,-0.5
VXvRKPOr3z8,,,-0.5,-0.5
O52s4eqA_pw,,,,-1
3CVBJCujUCE,-1,,-1,-1
01IqrI9zhO4,-1,,,
4GlqT6vHWOw,-0.5,,-1,-0.5
aNK11EiB0X4,0.5,,-1,1
qRIc9q593Uo,-0.5,,-1,0.5
VL_UpCyPNeI,-1,,,
U53impPyoSI,-1,,,
aWQUGjduWGA,-0.5,1,-1,0
Gyh3WjA9BEI,0,,,0
uioEHjlsSWE,-1,,,1
8OuQGSnxLis,0,,,
XLSNB3mftao,0,,-1,
EblIi_R4GAs,-1,1,,
POrS8F3Y6Zg,1,,,
agbTPpG0y0I,-1,,,-0.5
ZlL0ZKed-Uo,,,,
SsyANrwbsnw,-1,,-1,
RyoZNHlnCSY,-1,,,
W6vX8WZYVoY,-0.5,,,
A_ewOKwPhoM,1,,-1,
DYppISzNj10,-0.5,,,0.5
wExsbX9qXrM,-1,,,0
RoGQ2UzmJ9I,-0.5,,-1,1
kpTRV9YVswk,-1,,,-0.5
0LG9yifVqLg,,,,+0.5
pf6mUwam4DE,-0.5,,,
LsI0jgrIb3U,+1,,-1,
cnzFPwxW5fk,-1,,,-1
POplHeh2AcA,,,-1,-1
9EY4kBb27gk,-1,,1,
oupBgZTn7ZA,-1,,,0
NSXqUI6BFZs,0.5,-1,-1,
ME130oYEkH8,0.5,,,0.5
y-DMJP6f-lo,-1,,,0
HFVuJe3XSls,,,,-1
v-T0yI79ngo,-1,,,-1
V-t5CuY5fAc,0,,0,
qBkfemNLi8Q,-1,,,-0.5
lTBWa4c4foc,-0.5,,,0.5
nZOADbr1JW0,,,,
edG5ZoBU6sk,-0.5,0.5,-1,-1
9bP2gNNjNtQ,-1,1,,
zu_A37csb7E,-1,,,-0.5
E0Uu4gFy_Rg,,,-1,-1
bn03Grh-mEU,-1,,,-0.5
6nBfMdVUim0,1,,,-0.5
yR-biSpZLd0,-0.5,0.5,-1,-0.5
J5HbSsf_Fek,0.5,,-1,
EWzmZ0ALjV8,-1,,,-1
8LezIoClQBs,-1,,,
NOr3cuvKmEA,-1,,,-1
jgjULEeeKPE,,,,
VAT19faE0LY,,,,
vzlt9d9aHdY,-0.5,,-0.5,0.5
UdiL0MPk9q0,-1,,-0.5,0.5
eZzlfK5W63c,-0.5,,,-1
4_6K9tYN1ic,-1,,-1,
g12oryrFrlo,0.5,,-1,
CT0eZ50x7EI,-0.5,,-1,-1
3JhotgIuueY,-1,,-1,0.5
g7Smu1bfyUo,0,,,-0.5
68RFNxc_9O0,0.5,,-1,1
Idw3lFoXokA,-0.5,,-1,1
UGxzQDBIC7s,-0.5,0.5,-1,1
OfZlw84hsps,-0.5,,,-0.5
wEZaSFInkBo,-0.5,0,-1,0
gpuco1HLgWY,-0.7,-1,-1,-0.5
k7p9lXKiLLI,,,,
PS3eJbZxUdY,,,,
qKOp1MhU98M,-1,,-1,-1
NTXa2GMxSlY,,,,-1
idgaaoLY1jE,-1,1,0.5,-1
FJleK0VuqxM,-1,0.5,1,-1
2xP9aBvH0Gs,-1,,,-0.5
-OSafgtiMYQ,-1,0.5,,-1
6EJ-eTTdVjI,-1,,-1,
PPZwmLqsQW0,0.5,-0.5,-1,0.5
AjBW0MEv9N0,0.5,,,
Ww6CS0tjPes,-0.5,,-1,1
yJobBYWu4V8,1,,-1,0.5
VKi6be07og4,0.5,0.5,,-0.5
CPKf1iJ_59Q,-0.5,,-1,0.5
ki9waTOga94,,,,
Ble-SuvuTfA,-0.5,,-1,0.5
qCCC98vzrE8,-1,1,,-1
xmrEVlpuHng,0,,-1,
K-9XrzW8SUw,0.5,,,0.5
uwegjXMsfE0,0.5,,,
d0aVt3bkXHQ,,,,
Z1vcfRonLRU,-1,,,-0.5
Y93DlliE62Y,,,,1
XBEdEKHL04I,0,,,0.5
hOIv9cZTpWA,-0.5,,,0
xCnn-hd2gn0,-1,,,-0.5
iyl5xWQWf6g,0,0,-1,0
q0ih3S1hv_U,0.5,,-0.5,
pZ0Z19xhmBk,-0.5,1,-1,0.5
WTRvuD6_3zg,-1,,0.5,-1
vfMtyRPs9ys,0.5,,-1,0
N9R1U6SQ0jQ,,,,
rX3pvlDv1LY,0.5,,-1,
Wioz_uFWj-I,-1,,-1,-1
mCvXcXyqRqE,0,,-1,
jP2vX-23qHE,,,-1,
4_yRRPMpwU4,-1,,,-1
Qqzoo_ty-0Y,-0.5,,-1,0.5
NGXsojsanms,-0.5,,,0.5
stnGOIl6QW4,-1,,,-0.5
3v6jUSdD-3Y,,,,
mynJvNSUWzM,1,0.5,-1,1
4siVBY_yD14,1,0.5,-1,
36xDBX_BlEk,1,0,-1,-1
LYazEOYaAAo,0,,,0
rcu2MsHBshY,0.5,,-1,
yMdXFmRwxt8,1,,-1,1
KWm9XGhUf3I,,,,
YCJGEH-trw4,-1,0.5,-1,-1
5uEXfcYOUAc,,,-1,
RgtHxbAru9g,0.5,,-0.5,0.5
JAgYl23yFXY,-1,,,0
XuQ7kGbwY5k,-1,,,-1
MPIhe0v5bz0,,,,1
6yc_wIWKqgo,,,,
mwYTnwe8vsQ,0,,,-1
LjIg9-Yji7I,-1,,-1,1
QPQ3UNkRvhY,-1,null,-1,null
0me1iM534Tc,-1,,-1,
u5Y8m_Oz0jg,-0.5,,-1,0.5
fKnuHo0N1Cw,0,,-1,1
JHJXo0eFT3E,-1,1,,-1
FfXStd5uJQ8,-1,,,
HAxM9d-H93M,-1,,-1,-1
W2czNFXYojM,-0.5,,-1,0.5
NiydXibZC3M,0.5,,,-0.5
r4qbYtJ4n3w,-1,,-1,-1
9Ims3_2UYYI,-1,,,0.5
qi_riG4M49A,1,,-1,-0.5
Y3nkCAsC5Kc,0.5,,-1,-1
CSHESvb2tg8,1,,-1,0.5
xcuDygf3jtE,-1,,,-1
gVPmY-xnymE,1,,-1,-1
YQVnQbXqyRc,-1,,-1,-0.5
yXSAWBjv6X4,-0.5,,-1,
vm3qhyk8RqY,-1,,-1,
I-G-K8N2WZg,0.5,,-1,-0.5
gcLMJxVlRvw,-0.5,,-1,-1
GlHMxXgoY4c,-1,,-1,-1
n2Gw-uizM4Y,-0.5,,,-0.5
sPYHv4iQLYI,,,,
4EEMtphI2cg,-1,,,-1
OSzLcN5guls,1,,-1,1
Kl521qjBMVc,-0.5,,-1,0
qO0fBg4Dfg4,-1,,,
mupQOUNa2rA,-1,,,-0.5
rOmrWvSxFow,0,,-1,-0.5
2VhZ0Z83Eho,0.5,,-1,-0.5
H7OhZTAQlRQ,-1,-0.5,-1,-0.5
DWF2KtWFuSM,0,,0.5,
SHEhV2CaqbE,0.5,,-1,1
MhhxYHRxX80,-1,,,
2yHOVp1G7_Q,,,,
7he5FfwzGcA,-1,,,-1
cmbN3N0dZD4,1,-1,-1,-1
cAXmgxncEdI,0,,,0
mHfIBjew6PI,,,,
Q2DQnJzwC3M,0,,-1,
RcOK9wGRUGk,1,,,1
9NbYVcEgW6Q,-1,,,-0.5
1dKV_hRRNyQ,0,,0,
I4caX0ZXRsM,-0.5,0.5,-1,0.5
hQaQt9RTLFg,0.5,,,0.5
klyewd22xzU,-1,,,-0.5
Y7jksFxViLs,,,,
QK_UW0RUaOI,-0.5,,-1,
1bttRRh0XbM,1,,-1,
4ped70KhQx8,-1,,-1,
WsDBrWyXQwY,0,,-1,1
QOla7jeodIc,-1,,,-1
mPgTZYMAP64,,,,-1
vBoOqTV-fEI,,,,-1
t6HVe4MRlyI,-0.5,,-1,-0.5
oJw8AACeFqA,-1,,-0.5,-0.5
6cP0fd__O3I,0.5,,,0.5
lF8yt6MASN0,,,,
CQQOeQn4lgk,-1,0.5,,
pOrGogE8IGs,-1,0.5,-0.5,-1
pqlMMOkCTPI,-1,,,-0.5
2DqPAA6t27c,1,,-1,-0.5
WZHXl5R5yzo,-1,,-0.5,-1
SYmT91yHlX4,-1,,-1,
HNbqXuJRA6I,0.5,,-1,1
jBgOevQamJc,+1,null,-1,+0.5
7D5SldFdHME,1,0.5,-1,1
0fVhfSNU_UI,-1,,,
lccJHkkmHwA,1,,-0.5,0
ygrE-USGSRk,0,,0.5,
BP5gflpSNOg,,0.5,-1,
WTgOYrOQB0s,-0.5,,,-1
IJga0YXhiwY,0,,-1,-1
yF0JBIFqWZo,-0.5,,,
48Ehrj9G4Kg,0.5,,,
-JdebMSo4Ik,-1,1,,-1
aAfGxxj3ekw,,,,0
LFiwMl3aWfs,0,,-1,0
3VTEkd_4FO0,-0.5,0.5,-1,0.5
XhjW1-wpdcM,-0.5,,-1,0.5
davZ1UIt0HQ,-1,,-1,-0.5
-efwXSL2HUI,+0.5,,,
WZLEZ7jULhQ,-1,1,,-1
MC4F8xRuHmo,-1,0.5,0.5,
ZQzielbIQOA,-1,,,-1
Jh3wZTCP7vc,-1,,,
WjsjaRnTt7A,-0.5,-0.5,-1,-0.5
fyWLCzEurgY,1,,-1,-0.5
mdBL7fxViMc,-1,,,-1
7XHxeG2C8EA,,,,-0.5
JALMIwA-GPg,,,,
kjFVYiabCB8,-0.5,,-1,1
7GgJ5r7lzXE,-1,,,-1
oQ3HXeHS-Xc,0,,,0.5
rv3nYSvB9QY,-0.5,,-1,0
_s1uFa1Dw4g,-1,,-1,
wDZokq2Fxlg,0,,,-1
6iatm95J3b4,,0.5,-1,-0.5
2PjHZa9bVbE,-0.5,,,0.5
cceT800UPI0,0.5,1,-1,-0.5
ymgvuHs90MM,-1,,-1,1
9KG5v3jSABg,-1,,,-1
8Eq8kTU8DQY,,,,
kG1Ft32Blkk,-1,,-1,-1
